sku_id,week1,week2,week3,week4,week5
SKkf7ZSg,0,0,0,0,0
SKRclQ46,0,0,0,0,0
SK5akCpq,0,0,0,0,0
SKDd4Yp6,0,0,0,0,0
SKaLQJw5,0,0,0,0,0
SK4BYRSx,0,0,0,0,0
SK7Co4Ad,0,0,0,0,0
SKoARVUu,0,0,0,0,0
SK84UfhF,0,0,0,0,0
SK3WYnJz,0,0,0,0,0
SKPRb40r,0,0,0,0,0
SKu40xH2,0,0,0,0,0
SKjzCvpQ,0,0,0,0,0
SKfB9i1t,0,0,0,0,0
SKwmKzMy,0,0,0,0,0
SKuJ2KF7,0,0,0,0,0
SK9MCiQI,0,0,0,0,0
SKEBzaHU,0,0,0,0,0
SK4RrGvb,0,0,0,0,0
SKgy2Km1,0,0,0,0,0
SKO5mK9h,0,0,0,0,0
SKsxZeNR,0,0,0,0,0
SKcjRwMm,0,0,0,0,0
SK28zyS4,0,0,0,0,0
SKFacuD6,0,0,0,0,0
SKstvT6A,0,0,0,0,0
SK6JipyV,0,0,0,0,0
SKJi15Bh,0,0,0,0,0
SKS6iwu1,0,0,0,0,0
SKY6WO4Z,0,0,0,0,0
SKmCHPeA,0,0,0,0,0
SKIJ80S3,0,0,0,0,0
SKTXlxqp,0,0,0,0,0
SK94SBDo,0,0,0,0,0
SKAUfYHI,0,0,0,0,0
SKHqTCvZ,0,0,0,0,0
SKG8M74R,0,0,0,0,0
SKCqbJ8i,0,0,0,0,0
SKTuGpor,0,0,0,0,0
SKOlUiCn,0,0,0,0,0
SKTVmonw,0,0,0,0,0
SK2aR1zZ,0,0,0,0,0
SKIynVR9,0,0,0,0,0
SKIbhfUC,0,0,0,0,0
SKPZinhs,0,0,0,0,0
SKYhKsx3,0,0,0,0,0
SKbUhO8s,0,0,0,0,0
SKIVxg0Y,0,0,0,0,0
SKVvhmxX,0,0,0,0,0
SK7cS4KD,0,0,0,0,0
SKOVa64s,0,0,0,0,0
SK1nHmUi,0,0,0,0,0
SKj9DnXT,0,0,0,0,0
SKOCGpMK,0,0,0,0,0
SKjqrc0H,0,0,0,0,0
SKkxU0IN,0,0,0,0,0
SKaxTVde,0,0,0,0,0
SKTNFhwS,0,0,0,0,0
SKlbCaKp,0,0,0,0,0
SK71DhLu,0,0,0,0,0
SKdbiaWJ,0,0,0,0,0
SKlWeZEz,0,0,0,0,0
SKGd6Oks,0,0,0,0,0
SKv6Ka0G,0,0,0,0,0
SKdQp51V,0,0,0,0,0
SKU0weOW,0,0,0,0,0
SKe9YVmI,0,0,0,0,0
SKO7zWFU,0,0,0,0,0
SKigsbNz,0,0,0,0,0
SK0VbUmd,0,0,0,0,0
SKkNRGjS,0,0,0,0,0
SKOxerPb,0,0,0,0,0
SKMTwSiy,0,0,0,0,0
SKeKU1yx,0,0,0,0,0
SKDfq8zE,0,0,0,0,0
SKI01xyn,0,0,0,0,0
SKU0VmqA,0,0,0,0,0
SKWV9glS,0,0,0,0,0
SKYyZln6,0,0,0,0,0
SKasMroP,0,0,0,0,0
SKieN4Rj,0,0,0,0,0
SKNYiE2I,0,0,0,0,0
SKDQLf4N,0,0,0,0,0
SKCpfF90,0,0,0,0,0
SKL47AdV,0,0,0,0,0
SK6R3vzJ,0,0,0,0,0
SK7sukd9,0,0,0,0,0
SKAfVEUs,0,0,0,0,0
SKuvnNpf,0,0,0,0,0
SKtMur6v,0,0,0,0,0
SKThdCoX,0,0,0,0,0
SK1IUA5l,0,0,0,0,0
SKWl9GdR,0,0,0,0,0
SKSh6R0A,0,0,0,0,0
SKK2L5io,0,0,0,0,0
SKdCrn2E,0,0,0,0,0
SKHAL9dB,0,0,0,0,0
SK2keHA4,0,0,0,0,0
SKtDOMv8,0,0,0,0,0
SKi7gJrj,0,0,0,0,0
SKmVcrtx,0,0,0,0,0
SKqm7j5d,0,0,0,0,0
SKPhHUFw,0,0,0,0,0
SKpYbXlI,0,0,0,0,0
SKrdZ3lK,0,0,0,0,0
SKwkN78T,0,0,0,0,0
SKqs2YGI,0,0,0,0,0
SKaYX3y6,0,0,0,0,0
SKkJ93xh,0,0,0,0,0
SK4gVj5U,0,0,0,0,0
SKzPW2ki,0,0,0,0,0
SKdugmtA,0,0,0,0,0
SKlkmhaS,0,0,0,0,0
SKOMa2sv,0,0,0,0,0
SKLIVcEK,0,0,0,0,0
SK06RVqy,0,0,0,0,0
SKdgZThW,0,0,0,0,0
SKSGC6JN,0,0,0,0,0
SKwaDRqI,0,0,0,0,0
SKr0Xdz2,0,0,0,0,0
SK4z83Mj,0,0,0,0,0
SKWu9TMZ,0,0,0,0,0
SKNQCljM,0,0,0,0,0
SKTCQF5O,0,0,0,0,0
SKVmQwqf,0,0,0,0,0
SKs3EkJe,0,0,0,0,0
SKxwOsgh,0,0,0,0,0
SK6QTxU8,0,0,0,0,0
SKJ74UAf,0,0,0,0,0
SKerJbSn,0,0,0,0,0
SKmlniAc,0,0,0,0,0
SKK3HBpA,0,0,0,0,0
SKk7NCyQ,0,0,0,0,0
SKJEnwTz,0,0,0,0,0
SKnChg98,0,0,0,0,0
SKqaA8zo,0,0,0,0,0
SK1JhDSI,0,0,0,0,0
SK5me8pW,0,0,0,0,0
SKoefF2O,0,0,0,0,0
SKQrxehG,0,0,0,0,0
SKQTE8aJ,0,0,0,0,0
SKL0jq4Z,0,0,0,0,0
SKLMVrQw,0,0,0,0,0
SKafJhsI,0,0,0,0,0
SKBUnkGH,0,0,0,0,0
SK6VUrGM,0,0,0,0,0
SKvfFMSa,0,0,0,0,0
SKr2a6Rg,0,0,0,0,0
SKwup4Pg,0,0,0,0,0
SKX4nVaA,0,0,0,0,0
SKVPGWTz,0,0,0,0,0
SKBXTWey,0,0,0,0,0
SKDvXhPc,0,0,0,0,0
SKehuNjp,0,0,0,0,0
SKDpGwzj,0,0,0,0,0
SKdR3oqT,0,0,0,0,0
SKtaf2Ds,0,0,0,0,0
SK7CUl9m,0,0,0,0,0
SK3Oe81p,0,0,0,0,0
SKqG1CJ6,0,0,0,0,0
SKZIX9Hi,0,0,0,0,0
SKmwc0Pd,0,0,0,0,0
SKdlKsUR,0,0,0,0,0
SKcr3YuJ,0,0,0,0,0
SKVZFWba,0,0,0,0,0
SK6vHkUL,0,0,0,0,0
SKEb43Ne,0,0,0,0,0
SK7IgBDL,0,0,0,0,0
SKNrvU8u,0,0,0,0,0
SKG4rW0e,0,0,0,0,0
SKBY7ydV,0,0,0,0,0
SKU03tCR,0,0,0,0,0
SKJMnBkl,0,0,0,0,0
SKtjBJgE,0,0,0,0,0
SKeRNXfB,0,0,0,0,0
SKnhs5vG,0,0,0,0,0
SKhez5CF,0,0,0,0,0
SKoTmbP4,0,0,0,0,0
SKM7uZgS,0,0,0,0,0
SKtuyvE8,0,0,0,0,0
SKlUaex6,0,0,0,0,0
SKJpB0Zl,0,0,0,0,0
SKpECscF,0,0,0,0,0
SKGU4ENm,0,0,0,0,0
SKMONK1w,0,0,0,0,0
SK9lHSpR,0,0,0,0,0
SKZxB5S2,0,0,0,0,0
SK0wbAIO,0,0,0,0,0
SKjNXO1M,0,0,0,0,0
SK0hKR3G,0,0,0,0,0
SK7nSMg8,0,0,0,0,0
SKprZKty,0,0,0,0,0
SKiP5QcM,0,0,0,0,0
SKEWLrnY,0,0,0,0,0
SK5USXZJ,0,0,0,0,0
SKn6E4w3,0,0,0,0,0
SKZpQMnE,0,0,0,0,0
SKsjaqeY,0,0,0,0,0
SK14tqHL,0,0,0,0,0
SK6scF1T,0,0,0,0,0
SK3AuSBY,0,0,0,0,0
SKZosBbX,0,0,0,0,0
SKPTziDY,0,0,0,0,0
SKl68QIs,0,0,0,0,0
SKtd6A1D,0,0,0,0,0
SKieKuL3,0,0,0,0,0
SKFxilCu,0,0,0,0,0
SKe9JFGb,0,0,0,0,0
SK6aQgCS,0,0,0,0,0
SKgZ8SiU,0,0,0,0,0
SKuUajd7,0,0,0,0,0
SKEYfF17,0,0,0,0,0
SK0YanVu,0,0,0,0,0
SKiXKzD9,0,0,0,0,0
SKOh2Es7,0,0,0,0,0
SKrSNpXC,0,0,0,0,0
SKRnCx9F,0,0,0,0,0
SKpXfTxK,0,0,0,0,0
SKYhNa28,0,0,0,0,0
SKg7TBvY,0,0,0,0,0
SKWXipOs,0,0,0,0,0
SKywZOV8,0,0,0,0,0
SKcghFjv,0,0,0,0,0
SKHr187U,0,0,0,0,0
SKYoKGNr,0,0,0,0,0
SKcHqRDi,0,0,0,0,0
SKsvOt3Y,0,0,0,0,0
SKKBXuzG,0,0,0,0,0
SKd25UbN,0,0,0,0,0
SKh1sO2e,0,0,0,0,0
SK9VKnIh,0,0,0,0,0
SKozacdg,0,0,0,0,0
SKgOKnbG,0,0,0,0,0
SK5gGdlq,0,0,0,0,0
SKKSBlLC,0,0,0,0,0
SKFZM1lD,0,0,0,0,0
SKdGohOp,0,0,0,0,0
SKbzHLtl,0,0,0,0,0
SKo6AnbH,0,0,0,0,0
SK6GDBb9,0,0,0,0,0
SKbsZ9Ut,0,0,0,0,0
SKoTMHs7,0,0,0,0,0
SKvd3HxG,0,0,0,0,0
SKqyedGH,0,0,0,0,0
SKoNVf2X,0,0,0,0,0
SK1ZopzW,0,0,0,0,0
SKmb6fvP,0,0,0,0,0
SKQrDa0p,0,0,0,0,0
SKKbLtpS,0,0,0,0,0
SK2HpKkQ,0,0,0,0,0
SKofrKhN,0,0,0,0,0
SKsCyLRz,0,0,0,0,0
SKOQMoVw,0,0,0,0,0
SKbtTAHP,0,0,0,0,0
SKjrZ4BG,0,0,0,0,0
SK8aEBfP,0,0,0,0,0
SKRmxA1v,0,0,0,0,0
SKnZVwWk,0,0,0,0,0
SKk2qpsR,0,0,0,0,0
SK6Rn0XC,0,0,0,0,0
SKjS3ouQ,0,0,0,0,0
SKYktBwV,0,0,0,0,0
SKgk6shI,0,0,0,0,0
SK10R2sp,0,0,0,0,0
SKcImsei,0,0,0,0,0
SKqYoDZi,0,0,0,0,0
SKyi0p9m,0,0,0,0,0
SKgej7uR,0,0,0,0,0
SKaw62oE,0,0,0,0,0
SK9Aoe8R,0,0,0,0,0
SKiKTtN3,0,0,0,0,0
SKIi50Ls,0,0,0,0,0
SK5CgNf6,0,0,0,0,0
SKkaB8zf,0,0,0,0,0
SKdQDZR3,0,0,0,0,0
SKzQAPyx,0,0,0,0,0
SKcw8CS9,0,0,0,0,0
SKOXchAB,0,0,0,0,0
SK5Jn2Os,0,0,0,0,0
SKvARnjE,0,0,0,0,0
SKiuQ7Ig,0,0,0,0,0
SKZ3PouF,0,0,0,0,0
SKxPFTc4,0,0,0,0,0
SKjiOVPC,0,0,0,0,0
SKtwc6Tx,0,0,0,0,0
SKYhx3dD,0,0,0,0,0
SKq6fEw1,0,0,0,0,0
SKox17zV,0,0,0,0,0
SKxsAmQY,0,0,0,0,0
SKzhMdN1,0,0,0,0,0
SKoaRjp0,0,0,0,0,0
SKX1vpPj,0,0,0,0,0
SKZFwt9u,0,0,0,0,0
SKIryXOt,0,0,0,0,0
SKXWCdAc,0,0,0,0,0
SKIwDsZB,0,0,0,0,0
SKzLcJ2A,0,0,0,0,0
SKPzfTHk,0,0,0,0,0
SKRYEuKf,0,0,0,0,0
SKCkRtud,0,0,0,0,0
SKfFWT0Z,0,0,0,0,0
SK2Corhf,0,0,0,0,0
SKTzrhyR,0,0,0,0,0
SKNEtTY5,0,0,0,0,0
SKcqKwl8,0,0,0,0,0
SK5skPcj,0,0,0,0,0
SKCF64qt,0,0,0,0,0
SKDdYZiv,0,0,0,0,0
SKfGhW6A,0,0,0,0,0
SKs4GLFI,0,0,0,0,0
SKmNzRJE,0,0,0,0,0
SK5ARi6L,0,0,0,0,0
SK7ZiQ5U,0,0,0,0,0
SK0Isknt,0,0,0,0,0
SKJ5rXzp,0,0,0,0,0
SKW2hj6K,0,0,0,0,0
SK2Pm94q,0,0,0,0,0
SKAV4lcD,0,0,0,0,0
SKg4XNLK,0,0,0,0,0
SKPwGpzc,0,0,0,0,0
SKsMYj1h,0,0,0,0,0
SKROFKzG,0,0,0,0,0
SKVXnD9y,0,0,0,0,0
SKbE7kAn,0,0,0,0,0
SK2sl4Oo,0,0,0,0,0
SKUSFnwD,0,0,0,0,0
SK3lPSaf,0,0,0,0,0
SK2RDUGT,0,0,0,0,0
SKtU4r98,0,0,0,0,0
SKxsU907,0,0,0,0,0
SKefVnYF,0,0,0,0,0
SK1jdAbI,0,0,0,0,0
SK0ncui6,0,0,0,0,0
SKhe907f,0,0,0,0,0
SKScnMvC,0,0,0,0,0
SKxdTCrV,0,0,0,0,0
SK6l1MQ9,0,0,0,0,0
SKY89ZWh,0,0,0,0,0
SKWSahCG,0,0,0,0,0
SK5GKzF2,0,0,0,0,0
SKUufavm,0,0,0,0,0
SKaLG8kb,0,0,0,0,0
SKe0M7yq,0,0,0,0,0
SKRKMa3l,0,0,0,0,0
SKXjl1Oz,0,0,0,0,0
SKbew3Yz,0,0,0,0,0
SKdL4M6T,0,0,0,0,0
SK3HuU4q,0,0,0,0,0
SKsPZ2lB,0,0,0,0,0
SKWgdv6w,0,0,0,0,0
SKewzHmS,0,0,0,0,0
SKb20YQf,0,0,0,0,0
SKlaA4fZ,0,0,0,0,0
SKTeXK9z,0,0,0,0,0
SK6ugzbm,0,0,0,0,0
SKL2qEAf,0,0,0,0,0
SKXIUoDP,0,0,0,0,0
SKsSiZwx,0,0,0,0,0
SKu1lE6o,0,0,0,0,0
SKyqN0cv,0,0,0,0,0
SKY3n7jl,0,0,0,0,0
SKVhQBKn,0,0,0,0,0
SK3Kpm7Q,0,0,0,0,0
SKXBi2EG,0,0,0,0,0
SKvLdfjx,0,0,0,0,0
SKUgmz3f,0,0,0,0,0
SKgtouB9,0,0,0,0,0
SKqGtlEp,0,0,0,0,0
SKIWV0y8,0,0,0,0,0
SKhtfn2b,0,0,0,0,0
SKqlr5DZ,0,0,0,0,0
SKyBOvbH,0,0,0,0,0
SKTsya9Z,0,0,0,0,0
SK8HKMim,0,0,0,0,0
SKBaTLMz,0,0,0,0,0
SKsNAhef,0,0,0,0,0
SKXMWtmR,0,0,0,0,0
SK4gAUQT,0,0,0,0,0
SKjdAikg,0,0,0,0,0
SKibOhVq,0,0,0,0,0
SK6ShPsr,0,0,0,0,0
SKlhLaWm,0,0,0,0,0
SKOl3cux,0,0,0,0,0
SKYNQi2c,0,0,0,0,0
SKsbHPwk,0,0,0,0,0
SK4GdDyg,0,0,0,0,0
SKikvKno,0,0,0,0,0
SKu7H0SJ,0,0,0,0,0
SKnqEcDb,0,0,0,0,0
SKJlQh1V,0,0,0,0,0
SKEA76Ui,0,0,0,0,0
SKhie0E5,0,0,0,0,0
SKMnV8Hh,0,0,0,0,0
SKlyAiaQ,0,0,0,0,0
SKwcCM7Q,0,0,0,0,0
SKcKkXDy,0,0,0,0,0
SKUJIkVQ,0,0,0,0,0
SKI1cDXO,0,0,0,0,0
SKnmlO6p,0,0,0,0,0
SKey40CB,0,0,0,0,0
SKu0wGbT,0,0,0,0,0
SKJ98s2t,0,0,0,0,0
SKnUZaXF,0,0,0,0,0
SK4eNKlk,0,0,0,0,0
SKPbUTlM,0,0,0,0,0
SKTDZzUp,0,0,0,0,0
SKVQyXFE,0,0,0,0,0
SKCbn0qA,0,0,0,0,0
SKlP4ITm,0,0,0,0,0
SKa1B0XL,0,0,0,0,0
SK9hjftF,0,0,0,0,0
SKTdlVOr,0,0,0,0,0
SKs3vbyW,0,0,0,0,0
SKYjnFMk,0,0,0,0,0
SKJV1yra,0,0,0,0,0
SKPRg7wk,0,0,0,0,0
SK7FeKtc,0,0,0,0,0
SKPG0vNB,0,0,0,0,0
SKlRgqrD,0,0,0,0,0
SKYRvCU7,0,0,0,0,0
SKKQ75YR,0,0,0,0,0
SK06DZXV,0,0,0,0,0
SK5ysTXl,0,0,0,0,0
SKsAMS8W,0,0,0,0,0
SKQamSji,0,0,0,0,0
SKNHIiLZ,0,0,0,0,0
SKaK1noX,0,0,0,0,0
SKkSN93M,0,0,0,0,0
SK1Z0GXs,0,0,0,0,0
SK3z5PQr,0,0,0,0,0
SKdFm5QR,0,0,0,0,0
SKW7lHJ9,0,0,0,0,0
SKQKI97r,0,0,0,0,0
SKwnt4yG,0,0,0,0,0
SKpLaXE3,0,0,0,0,0
SKq7HJri,0,0,0,0,0
SKI4gbKB,0,0,0,0,0
SKdEUyYC,0,0,0,0,0
SKBLNyZk,0,0,0,0,0
SKg2KSd3,0,0,0,0,0
SKVUxyNY,0,0,0,0,0
SKMrZGxI,0,0,0,0,0
SKvwHZJD,0,0,0,0,0
SKxXn2dO,0,0,0,0,0
SKcXtNIy,0,0,0,0,0
SK9McLVH,0,0,0,0,0
SK1RHizF,0,0,0,0,0
SK8IyKdD,0,0,0,0,0
SKgod3mi,0,0,0,0,0
SK80fLv1,0,0,0,0,0
SKplauJ5,0,0,0,0,0
SK9n4ANT,0,0,0,0,0
SKBOe9mT,0,0,0,0,0
SKgdwVJk,0,0,0,0,0
SKeZB2vN,0,0,0,0,0
SKZGoTqA,0,0,0,0,0
SKEpVz5B,0,0,0,0,0
SKzhDu09,0,0,0,0,0
SK5nKQ3p,0,0,0,0,0
SKuBHZyr,0,0,0,0,0
SK17QdOE,0,0,0,0,0
SKLkWrRV,0,0,0,0,0
SKXOq4LU,0,0,0,0,0
SKXV5pvd,0,0,0,0,0
SK2Ym0Tx,0,0,0,0,0
SKOB9ZUr,0,0,0,0,0
SKmNFcyi,0,0,0,0,0
SKsU2tgq,0,0,0,0,0
SKekDoPb,0,0,0,0,0
SKn9Oi37,0,0,0,0,0
SK7WvLgr,0,0,0,0,0
SKMt4PNg,0,0,0,0,0
SKHnSYzI,0,0,0,0,0
SKev3I8u,0,0,0,0,0
SK8lrSKQ,0,0,0,0,0
SKz8x0Pk,0,0,0,0,0
SKvGzfHb,0,0,0,0,0
SKCNLKoU,0,0,0,0,0
SKtk5pW3,0,0,0,0,0
SKml0QnW,0,0,0,0,0
SKmDaT7R,0,0,0,0,0
SKMxlHjb,0,0,0,0,0
SKrBajqR,0,0,0,0,0
SKm2A91z,0,0,0,0,0
SKyIaSeX,0,0,0,0,0
SKZ4zkFj,0,0,0,0,0
SK1wEFTe,0,0,0,0,0
SKyvlHiz,0,0,0,0,0
SKgcxQut,0,0,0,0,0
SKdeknDa,0,0,0,0,0
SKxVzXKZ,0,0,0,0,0
SKZI8RWl,0,0,0,0,0
SKtQkVgB,0,0,0,0,0
SKyPOjqb,0,0,0,0,0
SKn0tBEF,0,0,0,0,0
SKtCJhSE,0,0,0,0,0
SKMZYENG,0,0,0,0,0
SK8hA1JQ,0,0,0,0,0
SKT9izfo,0,0,0,0,0
SKmia5go,0,0,0,0,0
SK8FWGg9,0,0,0,0,0
SK3oRHkN,0,0,0,0,0
SKqXv4dM,0,0,0,0,0
SKrszV1R,0,0,0,0,0
SK1zlwNi,0,0,0,0,0
SKYFEqkL,0,0,0,0,0
SKJuWOC6,0,0,0,0,0
SKRrCflt,0,0,0,0,0
SKE0MOIh,0,0,0,0,0
SKEgb8zZ,0,0,0,0,0
SKcVCPMo,0,0,0,0,0
SKp2NLAH,0,0,0,0,0
SKroxiZs,0,0,0,0,0
SKxd2pPi,0,0,0,0,0
SKGkruB1,0,0,0,0,0
SKF2z7LW,0,0,0,0,0
SKxzGVCq,0,0,0,0,0
SKQgIrGd,0,0,0,0,0
SKajQuUA,0,0,0,0,0
SKqnHuwe,0,0,0,0,0
SKoUINBp,0,0,0,0,0
SKcIgfqH,0,0,0,0,0
SKWKqhIR,0,0,0,0,0
SKsdJoVC,0,0,0,0,0
SKJNfyGF,0,0,0,0,0
SKmUIsRS,0,0,0,0,0
SKF3OWTN,0,0,0,0,0
SKIi1zeF,0,0,0,0,0
SK3twXVC,0,0,0,0,0
SKIgjAzT,0,0,0,0,0
SKXqbFEH,0,0,0,0,0
SKliC1yV,0,0,0,0,0
SKkyUGAZ,0,0,0,0,0
SKzQkqjI,0,0,0,0,0
SKACG0jI,0,0,0,0,0
SKXpTjsv,0,0,0,0,0
SKPUkjLF,0,0,0,0,0
SKMyifIJ,0,0,0,0,0
SKHCZOEN,0,0,0,0,0
SK1kTlY5,0,0,0,0,0
SKKBtRE2,0,0,0,0,0
SKqNi2ID,0,0,0,0,0
SKYzav0L,0,0,0,0,0
SK1t02T7,0,0,0,0,0
SK1KyqYb,0,0,0,0,0
SK0rdpA8,0,0,0,0,0
SKnVTSrs,0,0,0,0,0
SKWlQVrh,0,0,0,0,0
SKOIoKpn,0,0,0,0,0
SKeI2Lhv,0,0,0,0,0
SKXULAwI,0,0,0,0,0
SKQm9xjI,0,0,0,0,0
SKPcW0Qo,0,0,0,0,0
SKbojVgW,0,0,0,0,0
SKIKLZXH,0,0,0,0,0
SKYHRMnJ,0,0,0,0,0
SKj41UEi,0,0,0,0,0
SKpBTvio,0,0,0,0,0
SK4TaY0W,0,0,0,0,0
SKmAqYch,0,0,0,0,0
SKCGPJSF,0,0,0,0,0
SK1GPgQM,0,0,0,0,0
SKPYZyeF,0,0,0,0,0
SKhBTHSw,0,0,0,0,0
SKTnMs07,0,0,0,0,0
SKA2SpcU,0,0,0,0,0
SK2afMn3,0,0,0,0,0
SKQyPVar,0,0,0,0,0
SKUot0Sf,0,0,0,0,0
SKo7GUcT,0,0,0,0,0
SK28yqcg,0,0,0,0,0
SKDPNgzB,0,0,0,0,0
SKrsaPlB,0,0,0,0,0
SK05csqF,0,0,0,0,0
SKVXECPc,0,0,0,0,0
SKeFhn34,0,0,0,0,0
SKd3qOta,0,0,0,0,0
SKI1Cu2w,0,0,0,0,0
SKqv46yU,0,0,0,0,0
SKrAds8V,0,0,0,0,0
SKXCNFfp,0,0,0,0,0
SKmr4VO2,0,0,0,0,0
SKvfUcH6,0,0,0,0,0
SKPq6X2I,0,0,0,0,0
SKHTDx4m,0,0,0,0,0
SKpTdqsj,0,0,0,0,0
SKW7CFKM,0,0,0,0,0
SKoTxGWF,0,0,0,0,0
SKlNSA8Q,0,0,0,0,0
SKwg68LO,0,0,0,0,0
SKQrhw5s,0,0,0,0,0
SKK47k38,0,0,0,0,0
SKbyZjY8,0,0,0,0,0
SKc9mbUa,0,0,0,0,0
SKH2RdJA,0,0,0,0,0
SKvLTspt,0,0,0,0,0
SKhq3BKQ,0,0,0,0,0
SKwRpgm3,0,0,0,0,0
SKr9BMPi,0,0,0,0,0
SKQrKTAq,0,0,0,0,0
SK4zHf9Q,0,0,0,0,0
SKP9idgD,0,0,0,0,0
SKBEbfMI,0,0,0,0,0
SKXobJ2Z,0,0,0,0,0
SKqKC1VH,0,0,0,0,0
SKQhisDl,0,0,0,0,0
SK3YiQDg,0,0,0,0,0
SKAqrR0h,0,0,0,0,0
SK6jMAEC,0,0,0,0,0
SKoHRyXl,0,0,0,0,0
SKp8Lc4y,0,0,0,0,0
SKBKtwNQ,0,0,0,0,0
SKviI3Wo,0,0,0,0,0
SKM7mlfk,0,0,0,0,0
SKYm2ZWV,0,0,0,0,0
SKlkmz1K,0,0,0,0,0
SKfes8Uu,0,0,0,0,0
SK6TBYzl,0,0,0,0,0
SKhxOf9k,0,0,0,0,0
SKwHQoUX,0,0,0,0,0
SKvoPxyg,0,0,0,0,0
SKFt8f4T,0,0,0,0,0
SK7wDCck,0,0,0,0,0
SKY4vPxE,0,0,0,0,0
SKHzlRnW,0,0,0,0,0
SK01aOV9,0,0,0,0,0
SKtl82up,0,0,0,0,0
SKI8Zuzk,0,0,0,0,0
SKAFNZBw,0,0,0,0,0
SK42SdnH,0,0,0,0,0
SK62piV4,0,0,0,0,0
SKS3hLlg,0,0,0,0,0
SK9D5GFK,0,0,0,0,0
SK4k5Xti,0,0,0,0,0
SKFEV59y,0,0,0,0,0
SKizohre,0,0,0,0,0
SKZOwgok,0,0,0,0,0
SKXWKCU5,0,0,0,0,0
SKnY4aoZ,0,0,0,0,0
SKd0JBMg,0,0,0,0,0
SKZOl7sm,0,0,0,0,0
SK2l6aF9,0,0,0,0,0
SK3wADiJ,0,0,0,0,0
SKGVSbU1,0,0,0,0,0
SKm2N1ox,0,0,0,0,0
SKucWf86,0,0,0,0,0
SKjAkVb4,0,0,0,0,0
SK40JMZD,0,0,0,0,0
SKV0S9Tc,0,0,0,0,0
SKWkJeBH,0,0,0,0,0
SKYNK7cm,0,0,0,0,0
SKhJ3VYl,0,0,0,0,0
SKOGDWfB,0,0,0,0,0
SKo0YEGD,0,0,0,0,0
SKyu9Xal,0,0,0,0,0
SKfUjSDX,0,0,0,0,0
SK8vOsfu,0,0,0,0,0
SKrD4OIg,0,0,0,0,0
SK7AFP5c,0,0,0,0,0
SKipdPeu,0,0,0,0,0
SK1yXrUC,0,0,0,0,0
SKGZxc0u,0,0,0,0,0
SKcm1rUH,0,0,0,0,0
SKkXSP9t,0,0,0,0,0
SK3EBvHw,0,0,0,0,0
SKyUTIux,0,0,0,0,0
SK5YRFSc,0,0,0,0,0
SKQvzAdR,0,0,0,0,0
SK8RhaNs,0,0,0,0,0
SK7sCDjo,0,0,0,0,0
SKF0E5YL,0,0,0,0,0
SK4vwe3W,0,0,0,0,0
SKjVfxkE,0,0,0,0,0
SKiedXUY,0,0,0,0,0
SKpi0YBa,0,0,0,0,0
SKE5A2at,0,0,0,0,0
SKIEFeQP,0,0,0,0,0
SKKyOSEg,0,0,0,0,0
SKvPRJSD,0,0,0,0,0
SK9EBgNA,0,0,0,0,0
SKIgTMoq,0,0,0,0,0
SKxwISUA,0,0,0,0,0
SKhBYG2b,0,0,0,0,0
SKhBPlLg,0,0,0,0,0
SK0scgf5,0,0,0,0,0
SKXKLcR4,0,0,0,0,0
SKKwRsD6,0,0,0,0,0
SKZRuzI7,0,0,0,0,0
SKgGthH4,0,0,0,0,0
SKPCvqYf,0,0,0,0,0
SKHvtI4T,0,0,0,0,0
SKoDwu5V,0,0,0,0,0
SK6ZYaVc,0,0,0,0,0
SKvaLwoZ,0,0,0,0,0
SKoNEfGn,0,0,0,0,0
SKlv8hwJ,0,0,0,0,0
SKRvOE8h,0,0,0,0,0
SKtEDABO,0,0,0,0,0
SKUGLTPJ,0,0,0,0,0
SKkNQajR,0,0,0,0,0
SKHFi5Ot,0,0,0,0,0
SKj6boz9,0,0,0,0,0
SKmEbU2H,0,0,0,0,0
SKwSn5T9,0,0,0,0,0
SKciXCaw,0,0,0,0,0
SKeEnPra,0,0,0,0,0
SKmcTsB2,0,0,0,0,0
SKwQCUuG,0,0,0,0,0
SKzpbWso,0,0,0,0,0
SKe0GLkU,0,0,0,0,0
SKMQtJR7,0,0,0,0,0
SKnjZJrV,0,0,0,0,0
SKFohunH,0,0,0,0,0
SKkQzJdO,0,0,0,0,0
SKerLvh0,0,0,0,0,0
SKCBEpd3,0,0,0,0,0
SKDzCsp8,0,0,0,0,0
SKjwNnZ7,0,0,0,0,0
SK6M4EId,0,0,0,0,0
SKC8woSr,0,0,0,0,0
SKj1JGZm,0,0,0,0,0
SKkx4DKh,0,0,0,0,0
SKF5Xxn8,0,0,0,0,0
SKZobpA5,0,0,0,0,0
SKrH5pcW,0,0,0,0,0
SKkmlRHt,0,0,0,0,0
SKU2LwzQ,0,0,0,0,0
SKYDOW81,0,0,0,0,0
SK4luzPL,0,0,0,0,0
SKwLEYK1,0,0,0,0,0
SKyc5KHx,0,0,0,0,0
SKhQDk18,0,0,0,0,0
SKIWfr1y,0,0,0,0,0
SKGZfLFO,0,0,0,0,0
SK3zZCdM,0,0,0,0,0
SKD7tHJe,0,0,0,0,0
SK0vcigm,0,0,0,0,0
SKSmRIhs,0,0,0,0,0
SKRsDti8,0,0,0,0,0
SKTrQ5zq,0,0,0,0,0
SKxt4HKL,0,0,0,0,0
SK1wCQzk,0,0,0,0,0
